ID,Cum GPA,TEAS Count,MaxOfTestScore,PrecEducDesc,failing grade count,DateStart,GradDate,Test Delivery Date,Time to Test (days),Completion Time (days),Grade,Qtr,Year
880,2.59,3,70,High School/GED/Some College,3,1/8/2018,8/29/2020,11/17/2020,80.00,964.00,Fail,2020-4,2020
881,2.78,1,74,High School/GED/Some College,0,9/5/2017,4/19/2019,6/18/2019,60.33,591.00,Fail,2019-2,2019
882,3.29,,,Bachelors,0,9/10/2018,4/25/2020,9/24/2020,152.00,593.00,Pass,2020-3,2020
883,3.69,,,Bachelors,0,5/14/2018,8/17/2019,9/26/2019,40.00,460.00,Pass,2019-3,2019
884,2.74,1,77.3,High School/GED/Some College,0,1/8/2018,4/19/2019,7/11/2019,83.00,466.00,Pass,2019-3,2019
885,2.91,1,82,High School/GED/Some College,1,5/14/2018,4/25/2020,6/26/2020,62.00,712.00,Pass,2020-2,2020
886,3.24,2,72.7,High School/GED/Some College,0,9/5/2017,4/19/2019,8/5/2019,108.33,591.00,Fail,2019-3,2019
887,2.83,1,75.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/27/2019,68.08,472.00,Fail,2019-1,2019
888,4,1,84.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/27/2019,68.08,472.00,Pass,2019-1,2019
889,3.17,1,78.7,High School/GED/Some College,0,9/5/2017,4/19/2019,11/18/2019,213.00,591.00,Pass,2019-4,2019
890,2.97,1,68.7,High School/GED/Some College,1,1/8/2018,8/17/2019,12/2/2019,107.33,586.00,Fail,2019-4,2019
891,3.31,1,78,High School/GED/Some College,0,1/8/2018,4/19/2019,6/25/2019,67.00,466.00,Pass,2019-2,2019
892,3.86,1,81.3,High School/GED/Some College,0,9/5/2017,4/19/2019,5/14/2019,25.33,591.00,Pass,2019-2,2019
893,3.47,1,90,High School/GED/Some College,0,9/5/2017,12/21/2018,2/18/2019,59.34,472.00,Pass,2019-1,2019
894,3.6,1,76.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/12/2019,53.52,472.00,Pass,2019-1,2019
895,3.16,1,70,High School/GED/Some College,0,1/8/2018,4/19/2019,6/18/2019,60.57,466.00,Pass,2019-2,2019
896,3.19,1,68,High School/GED/Some College,0,9/5/2017,4/19/2019,6/7/2019,49.00,591.00,Fail,2019-2,2019
897,3.43,1,76.7,High School/GED/Some College,0,9/5/2017,4/19/2019,7/10/2019,82.00,591.00,Fail,2019-3,2019
898,3.55,1,77.3,High School/GED/Some College,0,1/8/2018,4/19/2019,8/8/2019,111.00,466.00,Pass,2019-3,2019
899,2.69,2,68,High School/GED/Some College,0,1/8/2018,4/19/2019,6/17/2019,59.53,466.00,Pass,2019-2,2019
900,2.72,5,74.7,Associates,0,1/7/2019,8/29/2020,12/3/2020,96.66,600.00,Fail,2020-4,2020
901,2.79,1,79.3,High School/GED/Some College,1,1/8/2018,4/19/2019,9/24/2019,158.00,466.00,Pass,2019-3,2019
902,3.25,2,74,High School/GED/Some College,0,5/14/2018,12/21/2019,7/10/2020,202.00,586.00,Pass,2020-3,2020
903,3.05,1,84,High School/GED/Some College,0,1/8/2018,4/19/2019,6/25/2019,67.57,466.00,Pass,2019-2,2019
904,3.33,3,80,Associates,0,1/7/2019,8/29/2020,12/17/2020,110.00,600.00,Fail,2020-4,2020
905,2.78,3,66.7,High School/GED/Some College,0,1/7/2019,8/29/2020,11/25/2020,88.33,600.00,Fail,2020-4,2020
906,3.22,1,71.3,High School/GED/Some College,0,9/5/2017,12/21/2018,1/28/2019,38.08,472.00,Pass,2019-1,2019
907,3.53,1,79.3,High School/GED/Some College,0,9/5/2017,12/21/2018,2/4/2019,45.08,472.00,Pass,2019-1,2019
908,3.1,1,72.7,High School/GED/Some College,0,9/5/2017,4/19/2019,6/26/2019,68.57,591.00,Pass,2019-2,2019
909,2.73,1,68.7,High School/GED/Some College,0,5/14/2018,12/21/2019,2/29/2020,70.00,586.00,Fail,2020-1,2020
910,3.5,1,84.7,High School/GED/Some College,0,1/8/2018,4/19/2019,6/12/2019,54.00,466.00,Pass,2019-2,2019
911,2.53,3,66,High School/GED/Some College,0,1/8/2018,8/17/2019,11/25/2019,100.00,586.00,Fail,2019-4,2019
912,3.43,1,82,Bachelors,0,9/5/2017,12/21/2018,2/12/2019,53.33,472.00,Pass,2019-1,2019
913,4,4,84.7,High School/GED/Some College,0,5/14/2018,12/21/2019,7/27/2020,219.00,586.00,Pass,2020-3,2020
914,3.03,1,78.7,Associates,0,9/5/2017,12/21/2018,2/6/2019,47.07,472.00,Pass,2019-1,2019
915,2.83,2,71.3,High School/GED/Some College,0,1/8/2018,8/17/2019,1/7/2020,143.49,586.00,Pass,2020-1,2020
916,3.75,1,78,High School/GED/Some College,0,1/8/2018,4/19/2019,6/10/2019,52.32,466.00,Pass,2019-2,2019
917,3.17,1,74,High School/GED/Some College,0,1/8/2018,4/19/2019,7/20/2019,92.00,466.00,Pass,2019-3,2019
918,3.69,1,78.7,High School/GED/Some College,0,5/14/2018,8/17/2019,11/22/2019,97.00,460.00,Pass,2019-4,2019
919,2.79,2,75.3,High School/GED/Some College,0,5/14/2018,8/17/2019,2/7/2020,174.00,460.00,Fail,2020-1,2020
920,2.95,1,74,Bachelors,0,1/8/2018,8/17/2019,11/4/2019,79.00,586.00,Fail,2019-4,2019
921,3.69,1,82,Bachelors,0,1/8/2018,4/19/2019,5/30/2019,41.00,466.00,Pass,2019-2,2019
922,2.74,1,66,High School/GED/Some College,1,5/14/2018,8/17/2019,10/15/2019,59.00,460.00,Fail,2019-4,2019
923,2.59,3,76.7,High School/GED/Some College,0,5/14/2018,8/17/2019,10/9/2019,53.33,460.00,Fail,2019-4,2019
924,2.59,1,71.3,High School/GED/Some College,0,1/8/2018,4/19/2019,6/18/2019,60.00,466.00,Fail,2019-2,2019
925,2.93,2,68.7,High School/GED/Some College,0,5/14/2018,8/17/2019,11/26/2019,101.00,460.00,Fail,2019-4,2019
926,3.29,1,82,High School/GED/Some College,0,5/14/2018,8/17/2019,9/24/2019,38.00,460.00,Pass,2019-3,2019
927,2.71,4,68,High School/GED/Some College,1,9/5/2017,8/17/2019,12/23/2019,128.00,711.00,Fail,2019-4,2019
928,3.59,2,66.7,High School/GED/Some College,0,1/8/2018,4/19/2019,5/31/2019,42.00,466.00,Fail,2019-2,2019
929,2.71,1,68,High School/GED/Some College,1,9/5/2017,4/19/2019,7/10/2019,82.00,591.00,Fail,2019-3,2019
930,3.25,1,77.3,High School/GED/Some College,0,1/8/2018,4/19/2019,7/17/2019,89.00,466.00,Pass,2019-3,2019
931,3.33,1,78,High School/GED/Some College,0,1/8/2018,4/19/2019,6/26/2019,68.00,466.00,Pass,2019-2,2019
932,3.07,1,92.7,High School/GED/Some College,0,9/5/2017,4/19/2019,10/7/2019,171.00,591.00,Fail,2019-4,2019
933,3.83,2,86.7,High School/GED/Some College,0,1/8/2018,4/19/2019,6/25/2019,67.00,466.00,Pass,2019-2,2019
934,3.09,2,80,High School/GED/Some College,0,1/8/2018,4/19/2019,6/18/2019,60.00,466.00,Pass,2019-2,2019
935,3.08,1,76,High School/GED/Some College,0,5/14/2018,8/17/2019,12/20/2019,125.00,460.00,Fail,2019-4,2019
936,2.95,2,72,High School/GED/Some College,0,9/5/2017,4/19/2019,6/18/2019,60.33,591.00,Fail,2019-2,2019
937,3.03,1,78,High School/GED/Some College,0,1/8/2018,4/19/2019,7/3/2019,75.00,466.00,Pass,2019-3,2019
938,2.87,1,73.3,High School/GED/Some College,1,1/8/2018,4/19/2019,7/2/2019,74.00,466.00,Fail,2019-3,2019
939,3.66,1,69.3,High School/GED/Some College,0,1/8/2018,4/19/2019,6/17/2019,59.00,466.00,Pass,2019-2,2019
940,3.52,1,82.7,High School/GED/Some College,0,9/5/2017,12/21/2018,2/13/2019,54.09,472.00,Pass,2019-1,2019
941,3.74,1,91.3,High School/GED/Some College,0,5/14/2018,8/17/2019,9/21/2019,35.00,460.00,Pass,2019-3,2019
942,3.09,1,80,High School/GED/Some College,0,1/8/2018,4/19/2019,8/8/2019,111.00,466.00,Pass,2019-3,2019
943,3.29,1,90.7,High School/GED/Some College,0,1/8/2018,8/17/2019,10/29/2019,73.00,586.00,Fail,2019-4,2019
944,3.47,3,72.7,High School/GED/Some College,0,1/8/2018,4/19/2019,7/22/2019,94.00,466.00,Pass,2019-3,2019
945,2.88,1,73.3,High School/GED/Some College,0,1/8/2018,4/19/2019,6/27/2019,69.00,466.00,Fail,2019-2,2019
946,2.9,3,77.3,High School/GED/Some College,1,1/8/2018,4/19/2019,10/9/2019,173.00,466.00,Fail,2019-4,2019
947,2.67,1,75.3,High School/GED/Some College,0,1/8/2018,4/19/2019,9/6/2019,140.00,466.00,Pass,2019-3,2019
948,3.34,1,74.7,High School/GED/Some College,0,1/8/2018,4/19/2019,8/9/2019,112.00,466.00,Pass,2019-3,2019
949,3.31,,,Bachelors,0,1/8/2018,4/19/2019,7/2/2019,74.00,466.00,Pass,2019-3,2019
950,2.84,1,78,High School/GED/Some College,0,1/8/2018,4/19/2019,9/10/2019,144.00,466.00,Fail,2019-3,2019
951,2.6,6,68.7,High School/GED/Some College,0,9/10/2018,4/25/2020,9/24/2020,152.00,593.00,Pass,2020-3,2020
952,3.17,3,74,High School/GED/Some College,0,1/8/2018,4/19/2019,7/22/2019,94.00,466.00,Fail,2019-3,2019
953,2.76,3,68.7,High School/GED/Some College,0,1/7/2019,4/25/2020,7/28/2020,94.00,474.00,Pass,2020-3,2020
954,2.67,1,78.7,High School/GED/Some College,1,1/8/2018,12/21/2019,5/15/2020,146.52,712.00,Pass,2020-2,2020
955,3.62,,,High School/GED/Some College,0,1/8/2018,4/19/2019,6/18/2019,60.00,466.00,Pass,2019-2,2019
956,2.81,1,64.7,High School/GED/Some College,0,9/10/2018,4/25/2020,7/1/2020,67.00,593.00,Pass,2020-3,2020
957,3.57,1,82,High School/GED/Some College,0,9/10/2018,12/21/2019,2/11/2020,52.00,467.00,Pass,2020-1,2020
958,2.84,1,73.3,Bachelors,0,1/8/2018,4/19/2019,7/16/2019,88.00,466.00,Pass,2019-3,2019
959,3.38,4,83.3,High School/GED/Some College,0,5/14/2018,12/21/2019,12/17/2020,362.00,586.00,Fail,2020-4,2020
960,3.36,1,68.7,Bachelors,0,1/8/2018,4/19/2019,6/21/2019,63.50,466.00,Pass,2019-2,2019
961,3.47,1,84,High School/GED/Some College,0,1/8/2018,4/19/2019,9/10/2019,144.00,466.00,Pass,2019-3,2019
962,3.7,,,High School/GED/Some College,0,1/8/2018,4/19/2019,5/21/2019,32.00,466.00,Pass,2019-2,2019
963,3.24,1,72.7,High School/GED/Some College,0,1/8/2018,4/19/2019,8/27/2019,130.00,466.00,Pass,2019-3,2019
964,3.6,1,88,High School/GED/Some College,0,1/8/2018,8/17/2019,10/28/2019,72.00,586.00,Pass,2019-4,2019
965,3.47,1,78.7,High School/GED/Some College,0,1/8/2018,8/17/2019,10/21/2019,65.00,586.00,Pass,2019-4,2019
966,3.47,1,95.3,Bachelors,0,1/8/2018,4/19/2019,7/20/2019,92.00,466.00,Pass,2019-3,2019
967,2.75,1,73.3,High School/GED/Some College,0,5/6/2019,8/29/2020,11/12/2020,75.00,481.00,Fail,2020-4,2020
968,3.38,1,77.3,High School/GED/Some College,0,1/8/2018,8/17/2019,12/28/2019,133.00,586.00,Fail,2019-4,2019
969,4,1,90.7,Bachelors,0,1/8/2018,4/19/2019,6/10/2019,52.00,466.00,Pass,2019-2,2019
970,3.55,1,84,High School/GED/Some College,0,1/8/2018,8/17/2019,10/15/2019,59.54,586.00,Pass,2019-4,2019
971,3.47,1,84.7,High School/GED/Some College,0,1/8/2018,8/17/2019,10/21/2019,65.00,586.00,Pass,2019-4,2019
972,2.95,1,82.7,High School/GED/Some College,0,5/14/2018,12/21/2019,5/5/2020,136.00,586.00,Pass,2020-2,2020
973,3.45,1,75.3,High School/GED/Some College,0,1/8/2018,4/19/2019,6/24/2019,66.46,466.00,Pass,2019-2,2019
974,3.14,2,80.7,High School/GED/Some College,0,1/8/2018,8/17/2019,11/6/2019,81.00,586.00,Pass,2019-4,2019
975,3.17,2,70,High School/GED/Some College,0,1/8/2018,8/17/2019,10/29/2019,73.00,586.00,Pass,2019-4,2019
976,3.91,1,74.7,High School/GED/Some College,0,1/8/2018,4/19/2019,5/29/2019,40.33,466.00,Pass,2019-2,2019
977,3.4,1,75.3,High School/GED/Some College,0,9/10/2018,4/25/2020,8/20/2020,117.00,593.00,Pass,2020-3,2020
978,3.34,1,80.7,High School/GED/Some College,0,1/8/2018,4/19/2019,7/19/2019,91.00,466.00,Pass,2019-3,2019
979,3.41,1,80.7,High School/GED/Some College,0,1/8/2018,4/19/2019,7/12/2019,84.00,466.00,Pass,2019-3,2019
980,3.22,1,73.3,High School/GED/Some College,0,9/10/2018,4/25/2020,7/1/2020,67.00,593.00,Fail,2020-3,2020
981,3.33,1,79.3,High School/GED/Some College,1,1/8/2018,8/17/2019,11/4/2019,79.00,586.00,Pass,2019-4,2019
982,3,3,69.3,High School/GED/Some College,0,1/8/2018,4/19/2019,7/15/2019,87.00,466.00,Fail,2019-3,2019
983,3.12,1,82,High School/GED/Some College,0,1/8/2018,4/19/2019,7/27/2019,99.00,466.00,Pass,2019-3,2019
984,3.6,,,Bachelors,0,1/8/2018,4/19/2019,7/19/2019,91.57,466.00,Pass,2019-3,2019
985,3.47,2,69.3,High School/GED/Some College,0,5/14/2018,12/21/2019,6/15/2020,177.32,586.00,Pass,2020-2,2020
986,3.16,1,74.7,High School/GED/Some College,0,1/8/2018,8/17/2019,10/31/2019,75.00,586.00,Pass,2019-4,2019
987,4,1,90.7,High School/GED/Some College,0,5/14/2018,12/21/2019,2/6/2020,47.00,586.00,Pass,2020-1,2020
988,3.5,1,69.3,High School/GED/Some College,0,1/8/2018,4/19/2019,7/18/2019,90.00,466.00,Pass,2019-3,2019
989,3.29,1,68,High School/GED/Some College,0,1/8/2018,4/19/2019,6/25/2019,67.00,466.00,Pass,2019-2,2019
990,3.91,1,84,High School/GED/Some College,0,1/8/2018,4/19/2019,6/28/2019,70.00,466.00,Pass,2019-2,2019
991,3.34,1,70,Bachelors,0,1/8/2018,8/17/2019,2/18/2020,185.00,586.00,Pass,2020-1,2020
992,3.78,1,87.3,High School/GED/Some College,0,1/8/2018,12/21/2019,2/18/2020,59.00,712.00,Pass,2020-1,2020
993,3.43,,,High School/GED/Some College,0,5/14/2018,12/21/2019,4/27/2020,128.46,586.00,Pass,2020-2,2020
994,3.38,1,72.7,High School/GED/Some College,0,1/8/2018,4/19/2019,6/18/2019,60.00,466.00,Pass,2019-2,2019
995,2.9,1,41.3,High School/GED/Some College,1,5/14/2018,12/21/2019,4/30/2020,131.00,586.00,Fail,2020-2,2020
996,2.92,1,75.3,High School/GED/Some College,0,5/14/2018,8/17/2019,11/26/2019,101.00,460.00,Pass,2019-4,2019
997,3.66,1,73.3,High School/GED/Some College,0,1/8/2018,8/17/2019,11/18/2019,93.00,586.00,PASS,2019-4,2019
998,2.93,2,64.7,High School/GED/Some College,1,5/14/2018,4/25/2020,9/22/2020,150.00,712.00,Fail,2020-3,2020
999,3.91,,,High School/GED/Some College,0,5/14/2018,8/17/2019,10/8/2019,52.00,460.00,Pass,2019-4,2019
